x,y
86,72
189,138
87,208
266,182
84,182
206,278
233,197
142,74
299,155
116,174
117,90
168,150
88,65
89,185
224,195
142,123
228,205
78,128
242,173
119,29
92,160
233,176
205,282
75,218
265,209
189,148
87,276
109,115
71,250
74,265
268,192
204,257
189,128
168,154
89,62
301,157
127,132
155,173
136,93
111,40
54,223
75,148
207,245
130,301
164,172
137,301
88,266
182,172
265,196
191,143
152,109
66,258
205,259
213,209
137,99
130,94
190,138
191,154
251,170
213,206
190,120
242,208
90,59
214,258
222,195
61,222
190,145
259,200
268,157
82,211
74,269
156,112
110,28
191,133
79,85
62,249
120,19
240,213
183,164
81,115
146,123
253,202
76,267
73,213
263,189
192,166
254,210
91,138
81,117
88,181
222,234
75,254
191,111
140,90
245,158
157,163
205,112
238,209
264,188
120,35
109,147
54,231
207,275
88,268
245,197
53,119
259,211
197,272
115,116
61,216
175,171
93,154
83,137
93,58
151,99
160,156
172,150
88,267
99,113
66,103
205,285
187,173
73,266
142,85
75,136
265,193
98,138
83,210
100,94
83,193
224,240
258,172
208,273
207,281
68,222
224,33
95,146
180,170
130,44
206,253
60,223
135,102
202,286
271,204
131,297
132,149
192,163
205,109
108,115
194,278
191,134
270,202
249,211
77,261
78,274
197,89
100,294
172,149
193,159
68,187
84,210
247,204
202,287
222,200
191,176
114,17
45,113
108,14
301,161
60,213
236,212
197,105
106,117
87,280
139,82
106,120
207,114
263,186
63,208
96,135
74,202
225,33
105,28
148,173
131,81
114,97
98,85
187,104
194,110
91,65
276,262
77,265
53,90
190,178
173,146
111,183
98,137
93,132
66,223
86,73
159,154
190,136
189,129
52,132
268,196
205,284
202,264
79,89
136,123
172,147
228,185
194,283
266,208
79,190
139,77
212,263
260,181
50,131
153,155
244,212
191,149
79,128
108,39
208,245
71,145
189,174
195,278
79,129
149,85
65,253
93,160
211,266
65,213
201,227
89,269
191,171
266,187
63,252
181,102
232,197
205,270
190,140
51,128
96,136
82,187
94,153
84,265
90,135
101,128
158,173
112,112
208,240
63,232
52,77
188,176
75,255
96,143
78,215
62,223
116,105
61,211
88,269
267,207
191,155
268,188
90,67
214,260
151,155
228,195
73,265
193,287
189,143
145,96
63,229
191,157
189,164
62,242
132,94
248,210
104,168
136,144
59,139
139,54
81,265
303,156
103,293
117,160
54,225
73,251
92,90
70,221
82,189
218,250
134,163
81,260
75,171
124,299
220,198
113,172
267,209
70,220
194,277
209,271
191,129
189,155
207,277
64,229
74,219
191,136
66,239
75,93
125,165
105,46
224,196
184,80
46,78
195,181
246,146
79,214
191,123
91,147
76,195
204,239
247,171
80,267
175,170
87,267
80,107
147,88
83,260
272,185
85,208
142,125
194,280
89,69
250,195
89,137
76,259
193,168
195,179
165,163
78,189
133,167
72,259
227,199
98,159
71,209
195,122
180,172
105,30
192,180
80,126
272,200
82,76
79,266
64,231
190,104
171,169
84,85
225,34
273,199
87,72
224,192
172,151
88,71
74,255
50,120
122,101
79,142
17,71
104,65
98,205
260,207
81,186
266,192
191,131
90,140
141,68
132,84
263,211
190,152
130,176
217,198
265,190
248,212
128,151
207,246
217,223
247,211
258,176
179,171
93,63
210,266
227,196
224,233
229,208
141,153
90,269
263,196
202,96
248,213
181,172
68,173
78,190
112,28
156,173
71,206
230,182
221,229
63,228
243,211
259,154
203,99
213,261
97,200
117,137
82,271
189,153
212,264
257,199
151,85
194,175
111,30
225,195
86,277
62,159
149,125
205,279
76,193
108,114
207,117
108,155
195,281
80,189
64,221
214,310
55,221
87,176
235,198
163,197
140,119
192,168
122,144
102,39
133,143
190,154
205,280
88,142
223,32
99,135
82,274
200,272
173,195
225,235
103,13
207,248
124,79
232,212
249,158
183,101
252,208
84,77
202,293
107,102
88,273
163,166
189,156
136,166
194,89
117,19
192,179
137,114
267,208
78,262
266,189
193,83
294,137
76,144
58,216
94,88
113,13
261,171
191,173
226,209
177,150
221,247
82,131
85,131
96,207
193,171
172,145
147,106
191,132
84,279
126,82
54,230
259,176
42,100
87,129
187,94
263,207
72,152
200,287
156,130
116,151
64,252
143,83
192,164
146,95
208,270
79,207
268,186
47,79
79,267
157,124
205,237
261,193
177,183
210,268
190,144
273,201
75,263
190,153
99,134
112,297
191,145
125,134
111,294
97,27
85,278
100,43
189,134
87,275
79,264
69,70
184,171
63,251
206,257
185,174
263,156
146,83
205,281
58,222
271,203
217,224
206,283
136,73
200,267
215,256
211,264
69,206
191,135
197,180
119,33
66,200
232,206
80,129
208,271
191,177
64,232
196,275
68,244
215,253
116,84
190,170
76,217
166,152
76,261
261,210
78,139
190,162
112,159
138,55
190,125
194,276
89,271
189,149
213,212
64,207
192,124
159,131
186,206
56,221
70,198
244,197
90,154
199,270
258,209
79,87
112,175
110,108
56,225
65,225
207,276
206,277
64,213
79,130
135,52
196,282
133,71
252,170
63,222
87,274
141,112
176,149
157,164
57,75
218,247
192,122
264,181
191,150
79,263
112,41
109,35
200,244
76,262
213,243
190,175
198,270
54,131
67,257
139,87
262,191
247,167
44,73
102,17
73,219
258,173
76,194
193,288
226,199
66,248
192,167
126,150
123,142
119,26
151,97
250,167
256,202
225,190
246,210
195,276
81,187
90,155
190,122
79,216
103,177
82,268
203,264
103,178
97,294
191,159
80,214
261,172
95,86
59,225
187,147
187,207
264,193
132,165
88,270
62,169
272,204
216,202
244,213
114,27
205,283
88,204
70,249
187,311
249,164
194,181
167,147
258,177
223,33
78,263
160,149
157,140
192,121
191,178
116,16
192,119
207,243
115,16
152,111
98,129
189,177
204,285
244,214
77,192
82,133
250,196
128,43
49,83
128,98
80,89
179,122
234,206
66,213
98,86
87,67
190,163
69,246
191,179
65,257
143,118
201,94
75,256
185,172
191,160
121,60
110,29
135,113
76,184
134,174
142,105
229,185
170,157
264,196
168,147
125,44
86,99
152,173
190,161
153,147
190,166
167,172
118,210
17,89
72,143
98,27
89,267
201,93
211,265
90,152
165,151
101,101
269,179
261,192
87,272
64,219
48,101
63,213
205,109
192,165
113,21
107,33
93,270
100,93
87,68
175,271
228,186
65,236
74,147
191,122
77,155
69,221
164,145
195,279
272,186
43,67
213,214
252,206
64,225
235,213
88,274
263,187
111,149
76,254
112,101
93,192
94,139
79,270
67,213
80,261
47,87
193,179
199,268
199,269
223,231
193,172
80,213
109,170
134,154
242,145
71,166
72,220
243,212
193,180
77,174
216,254
76,263
131,200
67,222
192,175
210,265
135,72
118,16
145,69
190,191
56,126
209,117
146,81
93,158
194,279
61,225
149,138
218,199
109,105
161,172
149,115
105,33
193,181
118,156
111,29
71,220
108,18
86,278
112,295
91,148
203,285
113,255
219,227
107,17
144,113
107,101
228,188
84,83
245,202
86,135
85,262
68,252
262,181
191,112
80,266
266,190
276,165
241,175
270,159
91,92
67,202
131,42
224,191
265,205
116,14
261,189
53,226
77,141
222,34
104,173
65,258
194,281
268,187
57,232
97,205
76,260
224,194
57,223
62,72
93,156
192,174
206,240
240,197
77,153
196,180
88,268
191,172
63,214
231,200
257,193
152,158
83,266
232,176
214,259
189,160
149,160
192,85
164,163
256,150
141,70
102,27
58,137
188,174
114,294
112,296
128,150
65,239
220,228
135,92
182,146
69,208
266,191
242,211
206,276
214,255
215,220
64,254
221,230
80,273
109,63
78,257
209,269
173,115
227,195
126,167
145,94
81,135
112,165
69,255
269,206
91,64
81,272
190,147
74,254
193,286
92,143
265,197
184,173
112,111
60,245
54,227
57,70
99,42
183,199
125,174
131,101
236,208
87,270
242,212
128,99
135,70
132,45
152,150
68,213
201,288
218,224
60,225
177,169
237,168
160,198
193,120
164,124
109,95
206,281
168,156
234,201
47,118
199,271
189,139
76,154
79,144
111,169
93,141
67,248
268,206
226,196
111,42
259,175
79,84
90,128
102,133
129,100
132,167
76,257
109,12
72,81
113,160
249,162
190,118
93,152
252,205
266,209
54,123
218,249
197,88
73,221
130,120
269,207
75,267
144,172
217,252
110,17
106,35
204,108
199,274
155,128
234,212
105,119
76,268
273,202
127,131
212,239
236,197
192,120
197,281
242,176
126,135
78,88
207,242
191,141
188,154
75,259
110,169
179,172
128,100
267,188
242,171
87,69
222,242
214,257
186,205
162,163
83,133
85,277
215,255
191,158
191,156
74,173
155,131
123,170
200,105
98,30
83,209
165,170
260,192
271,195
181,170
72,249
219,248
190,177
256,178
67,223
77,273
82,185
197,273
134,93
193,289
74,141
188,149
111,182
74,268
127,44
194,219
73,142
88,138
95,57
89,68
79,274
190,139
108,11
190,96
218,129
193,160
68,221
55,224
105,37
268,189
269,205
80,278
207,274
72,266
167,171
235,197
151,201
145,114
74,218
207,250
194,177
100,39
204,100
108,28
77,197
77,274
120,48
139,91
233,198
79,276
80,123
251,211
60,173
233,175
271,159
100,124
106,92
260,193
194,218
88,271
192,131
178,172
75,155
66,63
194,176
106,12
72,219
192,91
131,143
67,63
251,206
60,217
215,203
145,198
109,113
231,183
144,110
65,224
101,115
88,267
205,255
57,224
44,103
77,264
102,294
82,260
201,263
262,190
192,191
196,274
97,140
83,273
132,166
143,117
95,88
215,254
89,93
101,133
81,134
66,249
197,274
192,166
251,210
192,123
301,135
140,77
163,169
0,45
267,197
136,63
128,160
65,256
77,216
136,174
211,152
80,262
79,275
195,178
246,172
74,270
182,170
47,113
262,175
218,226
66,203
190,124
65,259
205,236
139,81
117,26
267,186
78,192
269,161
200,268
125,147
252,212
23,85
75,158
270,206
200,266
218,225
199,267
199,106
198,280
268,207
259,221
222,231
66,209
190,121
101,114
226,197
82,190
256,194
208,149
302,162
244,170
202,288
47,100
73,206
69,78
264,178
130,156
209,268
72,224
192,289
152,154
140,57
194,162
301,136
168,146
78,87
180,196
88,269
219,247
69,157
93,62
176,153
209,120
96,293
96,134
213,213
186,162
75,196
141,80
138,86
188,177
56,224
64,248
138,159
190,167
74,257
137,144
70,149
87,273
232,180
66,202
189,157
190,164
191,139
205,256
95,145
182,155
190,143
264,192
81,137
226,202
74,152
56,127
50,125
86,276
88,272
126,86
75,258
272,203
202,286
254,214
101,13
205,278
141,78
71,81
193,111
87,262
205,254
68,208
156,125
84,194
74,256
66,219
67,199
132,131
189,175
85,278
256,195
216,256
102,16
248,196
140,200
211,267
74,195
77,217
64,233
190,168
191,153
71,222
156,135
136,106
131,83
268,185
79,115
113,270
66,199
103,128
63,219
240,212
50,75
197,252
75,163
272,160
110,45
144,174
271,201
86,147
215,319
175,169
45,110
202,262
115,173
80,124
195,129
66,224
74,253
193,108
162,150
251,205
265,191
216,252
224,199
63,220
70,220
190,169
156,152
74,255
68,222
201,265
75,252
72,196
246,206
174,169
64,256
264,205
44,97
80,86
75,270
191,140
238,196
124,137
109,39
256,200
47,112
154,141
66,223
66,259
79,90
207,272
266,200
48,71
188,176
70,200
137,200
85,89
73,189
112,158
59,217
68,255
121,137
140,65
109,112
238,145
172,196
247,166
137,77
79,104
230,177
50,110
257,198
166,172
135,149
87,107
60,244
120,29
150,81
186,174
214,201
95,63
91,133
60,243
75,139
57,220
87,144
205,280
128,81
245,146
81,79
63,209
151,140
175,148
77,191
147,77
87,274
76,142
238,213
81,114
115,105
192,117
159,198
252,174
61,215
74,269
203,98
177,171
264,183
0,46
188,153
233,173
70,150
228,196
212,263
244,198
119,140
65,237
113,204
190,116
63,230
193,116
111,176
204,284
189,159
191,125
58,81
81,212
140,120
88,186
68,250
142,69
142,89
229,196
107,97
136,50
76,92
88,276
183,150
79,191
246,174
245,213
270,204
261,206
192,170
77,196
87,265
189,96
143,68
189,127
262,199
183,173
58,240
99,88
97,126
87,266
193,113
130,177
115,111
107,28
136,140
163,170
85,209
135,50
102,117
191,161
72,264
119,105
184,172
0,45
194,283
223,194
1,46
219,200
215,257
235,210
141,86
106,119
80,203
157,137
111,35
174,146
82,273
189,158
139,88
76,264
221,197
189,178
72,265
101,29
214,216
75,257
54,228
213,260
103,120
82,267
190,151
182,173
201,289
191,174
80,139
207,275
108,40
85,74
66,257
193,175
82,266
124,174
117,158
256,212
205,279
84,86
156,129
64,249
206,112
98,293
261,153
147,125
219,128
228,137
80,271
69,256
259,209
191,128
131,199
206,114
130,161
117,167
0,47
90,136
100,26
66,256
270,205
84,263
84,269
82,197
249,210
80,267
255,202
96,141
213,216
88,149
83,132
135,144
259,173
228,197
205,261
166,150
190,165
192,158
205,284
190,141
116,33
274,202
212,262
56,223
108,152
271,205
61,224
192,162
74,259
69,247
117,172
264,210
199,222
79,114
108,12
104,29
90,160
273,198
106,30
48,76
223,199
201,95
92,151
224,234
81,268
109,296
69,211
219,226
44,64
92,64
102,121
82,280
222,232
193,173
197,272
246,213
256,214
174,147
271,204
79,277
130,148
241,145
88,187
262,202
79,122
160,123
141,159
263,210
249,200
198,274
93,61
244,172
72,144
172,148
97,25
227,200
112,154
186,201
139,76
191,171
81,175
166,151
223,233
249,213
246,164
82,184
119,27
67,245
192,116
195,275
304,160
234,144
191,142
146,174
79,271
46,103
107,103
247,212
73,98
206,275
228,184
307,136
96,32
163,172
262,172
85,177
94,161
127,138
87,271
90,134
198,180
189,144
131,94
98,77
182,138
128,153
209,270
75,264
79,265
244,199
198,271
159,144
123,78
214,205
193,278
75,217
192,167
91,129
83,86
86,177
103,24
135,96
252,172
194,284
67,222
135,103
76,202
204,258
97,204
65,158
149,157
89,177
123,169
208,244
305,157
193,279
71,80
94,138
167,184
74,140
231,181
216,253
90,66
76,137
46,69
76,145
191,157
66,254
264,184
150,111
71,256
93,159
75,269
192,178
115,27
73,268
84,78
95,87
79,121
43,66
0,48
190,152
49,88
263,155
61,75
98,130
135,91
79,103
134,153
178,94
206,278
220,243
139,298
85,204
0,45
207,273
270,160
69,248
122,145
100,293
88,270
110,173
186,173
93,162
221,244
123,144
78,133
108,91
223,198
134,149
81,211
123,172
262,176
100,146
144,89
46,114
89,147
214,258
194,282
190,142
192,169
85,279
102,19
106,17
191,164
195,179
86,277
59,215
102,144
80,105
87,276
116,170
139,162
259,194
90,156
191,124
211,264
193,174
207,244
212,212
69,217
128,97
139,119
206,239
90,132
194,277
208,272
78,216
68,245
112,46
101,18
62,180
221,201
208,269
67,243
61,212
2,46
143,88
196,181
66,240
266,210
130,143
145,89
122,146
204,256
61,245
105,297
92,90
63,229
189,177
273,162
157,132
181,167
197,276
196,273
268,208
144,86
84,132
78,215
78,150
101,17
109,30
59,224
122,164
93,161
129,53
203,260
201,266
238,150
112,117
175,153
218,250
187,176
78,276
47,87
119,295
66,64
142,118
118,19
274,162
88,266
250,211
211,161
64,253
206,253
195,280
100,19
174,171
190,150
203,262
216,221
65,220
97,85
121,165
194,278
243,166
57,219
203,286
130,117
80,83
44,99
210,266
148,107
51,127
74,194
101,32
86,131
50,88
227,202
71,219
213,259
129,43
93,157
155,129
82,269
99,293
181,172
192,180
96,142
119,153
79,262
94,170
90,130
64,211
84,131
64,247
194,286
150,159
84,278
85,130
79,118
193,280
138,85
203,106
125,169
90,158
230,196
53,92
246,196
106,186
139,154
83,265
231,182
0,46
75,156
189,125
151,142
64,255
74,255
191,144
182,171
206,277
204,107
69,63
108,186
112,167
216,222
200,291
234,213
119,28
189,140
192,104
191,116
51,109
198,104
67,219
110,170
299,157
90,146
117,28
201,290
139,82
191,130
190,119
193,115
267,207
210,267
194,178
60,72
231,196
113,35
73,265
139,184
74,264
104,46
140,64
104,68
88,63
258,213
105,45
83,129
79,273
203,265
93,90
262,155
190,120
73,263
178,171
92,206
82,265
186,175
119,17
136,105
138,113
215,126
267,157
262,192
192,176
208,118
200,279
207,116
165,172
65,214
122,44
246,197
167,177
252,210
166,149
147,161
69,221
191,126
252,173
235,196
196,105
87,273
72,148
126,201
53,94
122,161
202,117
223,193
87,275
121,31
90,69
114,283
254,213
188,144
194,109
193,171
276,164
105,44
266,189
190,133
87,70
225,204
145,71
139,84
56,220
189,132
187,172
267,187
189,161
84,209
122,173
142,126
184,201
275,204
125,171
140,74
97,78
264,204
192,161
198,284
191,127
207,146
202,263
86,266
269,207
95,294
89,158
114,297
108,17
190,135
75,195
70,206
106,29
206,279
116,112
169,155
202,287
141,117
151,173
111,88
191,129
188,81
90,131
89,182
170,145
195,285
117,157
212,261
265,185
243,197
87,272
150,139
190,149
199,278
190,208
189,141
188,250
188,164
78,86
98,27
192,160
192,165
208,271
103,172
116,150
230,183
61,223
69,150
126,173
217,226
211,265
46,117
145,70
265,208
189,162
136,98
189,126
200,267
189,124
249,194
127,173
63,231
107,158
125,172
86,146
275,164
86,265
128,152
223,197
63,226
228,204
101,14
79,214
119,171
60,71
58,218
66,197
116,297
264,189
217,251
73,267
192,114
213,211
64,225
109,153
192,128
195,277
86,275
45,73
225,191
95,143
90,149
199,279
65,250
165,130
144,98
101,113
132,72
253,210
172,156
241,198
75,200
80,187
197,271
189,130
189,154
198,272
190,146
76,174
83,172
63,227
90,150
89,160
107,42
87,134
191,173
117,154
185,170
185,168
49,105
263,154
70,248
104,28
116,156
196,286
138,161
191,160
258,172
124,65
107,12
189,193
88,265
98,23
155,172
163,160
104,11
219,229
176,171
207,241
263,189
78,144
173,169
230,212
129,300
63,223
131,86
144,94
214,217
130,85
151,141
151,84
140,116
49,87
87,264
227,187
164,153
192,179
194,285
114,29
200,284
102,162
130,83
74,144
134,68
194,108
156,198
179,170
190,154
192,118
108,101
218,254
76,216
229,180
185,175
259,172
123,146
94,87
72,198
89,63
252,211
270,203
94,148
220,229
187,151
53,224
190,123
80,270
93,88
96,97
186,204
61,179
260,208
48,88
137,180
266,186
140,56
214,204
151,90
218,127
221,196
68,210
263,207
230,203
195,91
102,38
75,209
78,89
69,216
121,174
147,91
222,195
133,88
137,199
208,270
60,216
110,174
193,284
55,230
49,127
75,253
111,155
266,188
188,305
68,221
149,86
121,133
125,81
178,195
171,152
193,181
88,64
76,265
73,218
194,177
80,202
85,98
128,148
184,203
90,161
105,110
65,257
67,250
47,119
265,184
68,220
45,98
94,127
87,269
215,221
193,170
190,134
136,66
260,213
135,124
206,276
144,93
97,105
99,25
262,184
99,27
254,189
72,211
207,249
261,207
50,76
259,180
104,38
273,203
226,188
193,112
144,114
166,148
192,164
64,171
88,190
268,195
128,181
201,274
114,32
119,39
100,132
181,197
192,125
131,132
99,55
91,172
90,157
188,151
193,277
247,213
139,95
203,261
196,180
201,264
137,158
97,139
149,80
54,222
65,215
95,85
214,257
213,257
260,196
158,142
216,255
216,201
121,132
93,163
222,194
129,80
153,137
99,294
131,174
191,121
231,212
262,173
168,155
75,138
74,218
75,172
194,280
64,235
101,102
79,213
145,93
193,283
213,210
191,96
269,182
126,96
263,197
190,153
258,200
146,94
198,275
58,219
66,248
194,80
268,203
137,123
55,221
60,223
72,219
89,199
104,61
218,226
207,247
94,158
99,180
67,201
88,127
134,301
68,243
77,262
187,175
156,137
253,212
245,211
215,255
188,148
267,189
103,101
191,159
51,108
200,270
83,280
97,29
209,232
120,172
106,63
167,149
92,131
218,249
192,119
50,89
200,292
190,166
259,192
193,114
266,198
93,155
249,195
110,158
96,204
96,89
162,144
182,199
80,266
189,165
142,77
85,276
172,157
223,232
160,145
63,228
195,276
110,141
269,187
87,267
259,193
155,112
225,236
150,138
190,170
223,195
229,184
214,219
64,254
82,211
134,82
96,120
189,155
190,148
55,222
143,87
184,174
132,101
129,97
88,268
190,105
104,296
43,72
194,276
153,136
80,260
136,75
273,200
227,137
115,102
264,198
76,264
189,133
88,94
191,172
270,207
203,285
81,274
268,194
191,179
86,276
146,78
214,218
74,254
62,220
190,178
191,178
190,137
88,129
170,153
93,66
101,186
97,138
221,231
111,172
68,246
64,212
225,151
266,190
203,289
61,222
112,186
252,148
78,268
77,216
74,263
205,279
192,153
88,201
157,134
104,50
191,162
194,171
86,274
78,134
263,188
164,162
93,89
263,177
217,154
136,52
81,126
249,147
139,120
219,223
162,172
196,274
191,152
45,91
70,147
75,263
137,63
85,277
262,154
124,43
207,103
189,163
194,181
250,213
262,207
267,195
108,188
80,272
247,171
140,83
50,121
247,168
265,190
311,126
117,15
74,256
129,151
193,176
191,175
86,69
125,297
225,234
84,91
193,164
44,74
1,43
190,169
191,146
111,26
271,189
197,92
80,213
191,143
95,144
150,83
203,259
139,92
162,164
138,52
151,143
108,299
58,217
200,265
77,260
108,82
123,165
68,204
195,177
303,126
122,98
157,198
153,171
116,152
188,188
108,44
98,87
117,159
47,86
137,153
205,282
66,223
196,114
62,214
63,232
202,286
190,132
167,154
245,201
100,88
62,249
72,260
106,293
87,175
87,271
201,288
95,172
150,107
91,59
305,136
158,119
113,105
178,194
183,135
109,173
91,91
88,182
75,145
137,88
83,79
221,192
272,183
60,222
257,195
131,147
107,95
79,267
188,138
177,191
215,256
109,109
77,195
135,101
221,243
206,103
155,130
146,152
190,140
106,99
144,112
134,158
185,203
71,264
55,70
125,152
201,106
125,80
224,136
206,275
202,106
195,284
194,281
91,65
195,180
195,178
184,151
208,239
47,108
74,257
83,211
140,301
129,148
269,208
214,126
189,150
208,147
93,127
237,213
189,146
97,145
103,195
78,273
150,157
179,95
225,235
109,40
87,141
72,78
65,212
47,110
207,251
165,168
93,194
74,94
213,205
103,29
249,211
180,172
191,154
75,266
78,275
88,271
269,206
153,303
141,85
261,193
192,109
188,152
193,172
187,251
177,172
213,207
234,203
150,82
198,270
65,224
212,207
92,61
88,66
250,212
156,124
110,140
100,24
81,118
87,268
144,87
213,261
77,150
205,281
194,111
71,249
95,88
74,253
87,270
145,117
255,210
120,135
219,130
231,203
143,93
113,74
172,109
115,34
76,262
255,211
173,196
274,203
193,180
129,105
53,225
104,32
176,152
230,197
157,161
175,98
135,105
56,218
102,51
158,150
134,155
65,238
87,274
268,188
81,113
145,102
204,257
152,104
45,90
81,131
64,257
133,149
192,115
81,269
66,65
145,92
74,255
45,125
65,221
75,271
191,133
195,286
106,122
139,71
82,279
137,104
85,278
111,116
194,116
85,75
65,211
79,83
171,155
117,297
124,45
134,49
114,13
78,131
67,239
154,135
92,144
269,191
129,85
271,192
64,236
53,227
79,102
191,147
157,141
193,133
190,168
206,241
263,190
193,173
65,209
141,82
112,112
197,123
212,265
115,16
62,209
85,133
79,145
233,210
222,197
152,135
204,285
100,42
71,144
133,92
73,82
82,268
141,90
87,273
169,191
209,246
206,251
135,90
102,129
80,274
95,127
263,203
174,160
73,141
272,204
95,86
213,212
192,76
192,166
119,169
54,76
194,176
87,178
230,184
88,184
81,132
71,146
99,40
45,65
108,115
105,117
97,132
121,33
94,88
266,187
77,190
205,238
45,123
100,98
86,267
68,249
92,60
273,204
207,248
183,171
98,207
267,190
70,220
231,180
129,147
227,208
113,161
120,298
88,179
94,140
224,34
86,133
264,192
235,146
74,217
104,98
246,201
96,208
190,155
78,266
93,143
185,174
143,114
117,109
145,86
195,88
142,88
246,211
224,233
192,169
50,107
133,84
80,100
209,268
103,127
191,163
188,150
205,286
188,153
54,229
88,176
79,278
176,157
261,178
79,151
251,200
1,47
117,161
206,253
79,271
111,14
194,173
78,149
267,208
207,274
64,217
108,114
90,92
70,210
205,280
205,113
88,269
69,246
262,180
75,140
81,270
75,260
198,269
55,105
192,170
263,198
213,262
61,246
213,206
208,242
246,162
44,96
80,101
220,197
181,173
154,171
155,155
72,202
54,223
268,198
256,215
220,246
188,154
136,72
262,174
90,146
171,158
90,187
205,111
109,171
171,171
165,176
114,160
197,273
232,209
91,208
138,86
81,212
191,132
132,91
205,278
112,95
48,121
107,34
94,164
99,39
122,138
155,136
129,162
151,106
120,112
123,120
166,153
55,223
217,225
205,283
260,182
146,92
65,258
89,159
145,115
131,148
91,190
227,199
122,86
103,65
179,132
111,114
156,136
111,175
97,293
182,98
79,125
78,153
107,62
209,269
107,116
80,104
220,245
126,134
250,176
75,217
136,90
128,84
129,158
92,162
266,191
267,193
270,187
75,257
200,289
190,171
111,145
82,212
273,202
312,121
264,182
160,155
47,90
190,167
211,263
265,191
61,216
122,174
84,276
68,223
118,159
90,159
68,256
59,218
124,42
79,139
233,196
265,156
225,187
93,140
83,131
207,272
117,27
208,105
110,118
138,158
161,161
217,248
158,162
113,251
62,223
49,130
207,273
72,265
1,46
89,188
116,162
300,156
264,209
108,107
210,266
64,220
166,152
205,256
250,210
66,258
234,198
78,272
82,198
230,204
191,161
116,154
61,242
220,228
268,197
189,160
2,47
90,153
73,164
196,273
117,16
129,96
215,218
200,278
90,180
206,252
234,177
70,148
74,156
140,81
73,203
222,34
261,211
77,215
103,31
183,173
87,266
140,91
221,229
221,34
208,104
188,104
265,183
101,123
90,67
76,272
88,209
75,259
197,284
191,158
61,247
123,143
78,130
109,94
258,153
131,158
249,168
261,154
68,62
68,72
46,86
95,137
263,191
191,134
104,42
50,90
272,203
148,300
106,121
88,73
100,133
68,261
257,211
192,168
60,77
192,163
190,145
182,197
222,231
191,113
202,261
185,172
231,197
116,27
219,227
104,30
85,77
79,268
82,275
94,167
136,114
112,150
183,201
105,118
269,186
190,139
112,163
292,138
212,262
63,250
80,140
76,199
83,213
255,152
192,171
104,44
75,144
133,144
102,293
87,272
195,127
81,110
188,155
225,238
167,153
262,208
176,169
224,239
104,43
101,158
185,165
81,260
139,130
139,81
131,88
215,220
113,162
86,178
263,202
127,161
81,111
60,212
64,247
118,168
190,138
251,168
308,135
77,191
193,288
207,104
195,179
221,230
263,182
75,258
126,138
108,35
79,120
175,96
188,146
171,151
98,295
87,133
242,213
62,248
267,182
234,197
171,156
111,28
264,206
63,253
86,270
78,135
262,193
78,193
215,202
187,208
72,261
253,211
126,147
112,152
263,193
109,161
193,181
118,205
213,251
266,205
133,87
212,213
69,257
82,134
110,107
264,201
99,26
79,276
59,222
190,152
189,131
190,156
86,208
79,190
217,224
213,214
67,222
194,179
262,211
190,213
208,249
57,222
77,138
183,99
208,165
77,264
259,208
254,210
110,110
79,188
79,119
97,136
112,148
88,111
182,172
134,144
217,222
270,206
206,276
92,156
74,155
190,141
136,298
255,212
132,94
128,105
144,122
184,202
147,79
183,174
96,119
145,97
101,117
100,102
64,218
190,136
158,140
271,191
73,219
46,105
176,150
252,169
151,115
211,127
194,275
76,194
85,277
188,147
97,131
79,277
191,151
114,265
143,106
97,63
74,254
86,274
217,251
206,274
124,296
83,210
176,148
179,172
78,143
162,139
112,153
154,133
196,277
265,192
189,152
73,181
84,179
94,89
267,188
106,28
192,292
205,279
91,171
187,176
187,78
72,218
76,186
87,265
251,195
141,84
74,253
47,80
213,259
97,167
267,181
250,194
71,263
225,34
204,286
92,63
225,196
80,80
191,123
126,296
140,121
65,79
152,109
104,124
98,191
86,275
85,196
78,88
196,275
211,264
189,161
89,136
141,79
194,276
191,165
70,262
156,168
223,238
175,171
217,252
106,19
201,263
116,155
221,245
83,81
183,163
78,90
93,207
101,91
88,134
234,59
260,193
101,51
99,127
195,275
96,140
196,289
99,112
261,196
199,268
97,141
99,135
193,78
213,215
192,167
264,193
89,69
229,206
120,27
197,272
77,275
190,151
267,187
190,172
194,182
67,242
206,285
265,206
263,199
108,148
249,203
85,187
63,221
66,242
267,198
114,28
78,214
206,113
209,267
194,277
64,215
195,168
194,172
190,178
125,299
205,277
66,214
63,249
177,195
90,174
187,104
169,164
227,207
139,68
208,270
197,271
227,188
189,104
175,154
185,96
225,190
64,238
272,199
107,156
136,61
243,169
81,109
77,149
68,221
57,223
268,187
94,149
213,260
108,116
50,112
80,121
207,148
134,46
206,115
82,137
194,279
109,156
217,199
165,152
184,140
85,188
145,116
265,187
71,219
215,219
258,201
194,178
82,267
267,196
267,185
103,69
98,27
271,206
54,224
91,63
84,87
247,172
59,241
135,174
180,170
101,116
109,169
214,256
180,195
88,205
150,140
192,180
92,62
191,136
193,278
76,193
61,215
87,271
188,139
82,133
266,156
191,160
184,167
136,112
90,160
90,162
67,256
268,209
229,197
94,145
188,148
55,131
193,291
194,282
77,194
94,168
47,87
200,266
50,72
107,293
255,200
227,196
210,311
100,188
199,128
212,126
65,246
64,226
106,155
91,146
142,68
191,125
191,131
115,16
250,159
173,171
161,157
193,281
219,247
159,120
74,270
77,273
48,119
